pclass,survived,sex,age,sibsp,parch,fare,embarked,title,deck
3.0,0.0,male,21.432310538568686,2.0,0.0,21.6792,C,Mr,F
3.0,0.0,male,21.432310538568686,2.0,0.0,21.6792,C,Mr,F
3.0,0.0,male,21.432310538568686,2.0,0.0,21.6792,C,Mr,F
3.0,1.0,female,1.0,1.0,1.0,16.7,S,Miss,G
3.0,1.0,female,24.0,0.0,2.0,16.7,S,Mrs,G
3.0,1.0,female,4.0,1.0,1.0,16.7,S,Miss,G
3.0,1.0,male,25.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,20.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,24.5,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,34.49248402689535,0.0,0.0,7.725,Q,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,29.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,28.818381616766967,0.0,0.0,15.1,S,Mr,F
3.0,1.0,female,23.587723805931525,0.0,0.0,7.7792,Q,Miss,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,40.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.925,S,Mr,F
3.0,1.0,female,18.0,0.0,0.0,7.4958,S,Miss,G
3.0,0.0,male,4.0,3.0,2.0,27.9,S,Master,A
3.0,0.0,male,10.0,3.0,2.0,27.9,S,Master,A
3.0,0.0,female,9.0,3.0,2.0,27.9,S,Miss,G
3.0,0.0,female,2.0,3.0,2.0,27.9,S,Miss,G
3.0,0.0,male,40.0,1.0,4.0,27.9,S,Mr,C
3.0,0.0,female,45.0,1.0,4.0,27.9,S,Mrs,C
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.36760573777894,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,34.490351471576965,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,female,23.59109559554482,0.0,0.0,7.7333,Q,Miss,F
3.0,0.0,male,19.0,0.0,0.0,7.65,S,Mr,F
3.0,0.0,male,30.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,32.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,33.0,0.0,0.0,8.6625,C,Mr,F
3.0,1.0,female,23.0,0.0,0.0,7.55,S,Miss,F
3.0,0.0,male,21.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,60.5,0.0,0.0,-2.4621097146450026,S,Mr,A
3.0,0.0,male,19.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,female,22.0,0.0,0.0,9.8375,S,Miss,F
3.0,1.0,male,31.0,0.0,0.0,7.925,S,Mr,E
3.0,0.0,male,27.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,female,2.0,0.0,1.0,10.4625,S,Miss,G
3.0,0.0,female,29.0,1.0,1.0,10.4625,S,Mrs,G
3.0,1.0,male,16.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,male,44.0,0.0,0.0,7.925,S,Mr,E
3.0,0.0,male,25.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,74.0,0.0,0.0,7.775,S,Mr,A
3.0,1.0,male,14.0,0.0,0.0,9.225,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.7958,S,Mr,F
3.0,1.0,male,25.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,34.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,male,0.4167,0.0,1.0,8.5167,C,Master,F
3.0,0.0,male,24.928160217098352,1.0,0.0,6.4375,C,Mr,F
3.0,0.0,male,27.902175295546034,0.0,0.0,6.4375,C,Mr,F
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,1.0,female,16.0,1.0,1.0,8.5167,C,Mrs,G
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,27.23765211958518,1.0,0.0,16.1,S,Mr,F
3.0,1.0,female,33.93708221914927,1.0,0.0,16.1,S,Mrs,E
3.0,0.0,male,32.0,0.0,0.0,7.925,S,Mr,F
3.0,0.0,male,30.14880092008257,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,30.5,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,44.0,0.0,0.0,8.05,S,Mr,A
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,1.0,male,25.0,0.0,0.0,0.0,S,Mr,F
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,1.0,male,7.0,1.0,1.0,15.2458,C,Master,F
3.0,1.0,female,9.0,1.0,1.0,15.2458,C,Miss,G
3.0,1.0,female,29.0,0.0,2.0,15.2458,C,Mrs,E
3.0,0.0,male,36.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,female,18.0,0.0,0.0,9.8417,S,Miss,G
3.0,1.0,female,63.0,0.0,0.0,9.5875,S,Mrs,C
3.0,0.0,male,6.13236072467566,1.0,1.0,14.5,S,Master,F
3.0,0.0,male,11.5,1.0,1.0,14.5,S,Master,F
3.0,0.0,male,40.5,0.0,2.0,14.5,S,Mr,F
3.0,0.0,female,10.0,0.0,2.0,24.15,S,Miss,G
3.0,0.0,male,36.0,1.0,1.0,24.15,S,Mr,F
3.0,0.0,female,30.0,1.0,1.0,24.15,S,Mrs,F
3.0,0.0,male,29.296153568137978,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,33.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,28.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,28.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,47.0,0.0,0.0,9.0,S,Mr,A
3.0,0.0,female,18.0,2.0,0.0,18.0,S,Miss,G
3.0,0.0,male,31.0,3.0,0.0,18.0,S,Mr,F
3.0,0.0,male,16.0,2.0,0.0,18.0,S,Mr,F
3.0,0.0,female,31.0,1.0,0.0,18.0,S,Mrs,F
3.0,1.0,male,22.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,20.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,female,14.0,0.0,0.0,7.8542,S,Miss,G
3.0,0.0,male,22.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,9.0,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,29.46375222347594,0.0,0.0,7.55,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,32.5,0.0,0.0,9.5,S,Mr,F
3.0,1.0,female,38.0,0.0,0.0,7.2292,C,Mrs,E
3.0,0.0,male,51.0,0.0,0.0,7.75,S,Mr,E
3.0,0.0,male,18.0,1.0,0.0,6.4958,S,Mr,F
3.0,0.0,male,21.0,1.0,0.0,6.4958,S,Mr,F
3.0,1.0,female,47.0,1.0,0.0,7.0,S,Mrs,E
3.0,0.0,male,29.36334008665268,0.0,0.0,8.7125,S,Mr,F
3.0,0.0,male,29.46375222347594,0.0,0.0,7.55,S,Mr,F
3.0,0.0,male,29.419862531400682,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,28.5,0.0,0.0,16.1,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,27.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,29.496376709377483,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,36.0,0.0,0.0,9.5,S,Mr,F
3.0,0.0,male,27.0,1.0,0.0,14.4542,C,Mr,F
3.0,1.0,female,15.0,1.0,0.0,14.4542,C,Mrs,G
3.0,0.0,male,45.5,0.0,0.0,7.225,C,Mr,A
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,27.190569648014595,0.0,0.0,14.4583,C,Mr,F
3.0,0.0,female,14.5,1.0,0.0,14.4542,C,Miss,G
3.0,0.0,female,17.49807805288612,1.0,0.0,14.4542,C,Miss,G
3.0,0.0,male,26.5,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,27.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,29.0,0.0,0.0,7.875,S,Mr,F
