pclass,sex,age_orig,age_imp_mice,age_imp_rf,sibsp,parch,fare,embarked,boat_na,title,deck_orig,deck_imp_mice,deck_imp_rf,survived
3,female,18,18,18,0,0,7.4958,S,1,Miss,,F,F,1
3,male,4,4,4,3,2,27.9,S,0,Master,,F,E,0
3,male,10,10,10,3,2,27.9,S,0,Master,,F,E,0
3,female,9,9,9,3,2,27.9,S,0,Miss,,F,G,0
3,female,2,2,2,3,2,27.9,S,0,Miss,,F,G,0
3,male,40,40,40,1,4,27.9,S,0,Mr,,F,E,0
3,female,45,45,45,1,4,27.9,S,0,Mrs,,F,G,0
3,male,,27.80279362,27.34615385,0,0,7.8958,S,0,Mr,,F,F,0
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,,27.75070738,23.75,0,0,8.6625,S,0,Mr,,F,F,0
3,male,,31.93095958,31.125,0,0,7.75,Q,0,Mr,,F,F,0
3,female,,21.75988283,16,0,0,7.7333,Q,1,Miss,,F,F,1
3,male,19,19,19,0,0,7.65,S,0,Mr,6,F,F,0
3,male,30,30,30,0,0,8.05,S,0,Mr,,F,F,0
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,32,32,32,0,0,8.05,S,0,Mr,,F,F,0
3,male,,27.80279362,27.34615385,0,0,7.8958,S,0,Mr,,F,F,0
3,male,33,33,33,0,0,8.6625,C,0,Mr,,F,E,0
3,female,23,23,23,0,0,7.55,S,1,Miss,,F,F,1
3,male,21,21,21,0,0,8.05,S,0,Mr,,F,F,0
3,male,60.5,60.5,60.5,0,0,14.96493586,S,0,Mr,,F,F,0
3,male,19,19,19,0,0,7.8958,S,0,Mr,,F,F,0
3,female,22,22,22,0,0,9.8375,S,0,Miss,,F,F,0
3,male,31,31,31,0,0,7.925,S,1,Mr,,E,E,1
3,male,27,27,27,0,0,8.6625,S,0,Mr,,F,F,0
3,female,2,2,2,0,1,10.4625,S,0,Miss,7,G,G,0
3,female,29,29,29,1,1,10.4625,S,0,Mrs,7,G,G,0
3,male,16,16,16,0,0,8.05,S,1,Mr,,F,F,1
3,male,44,44,44,0,0,7.925,S,1,Mr,,E,E,1
3,male,25,25,25,0,0,7.05,S,0,Mr,,F,F,0
3,male,74,74,74,0,0,7.775,S,0,Mr,,F,F,0
3,male,14,14,14,0,0,9.225,S,1,Mr,,F,E,1
3,male,24,24,24,0,0,7.7958,S,0,Mr,,F,F,0
3,male,25,25,25,0,0,7.7958,S,1,Mr,,F,F,1
3,male,34,34,34,0,0,8.05,S,0,Mr,,F,F,0
3,male,0.4167,0.4167,0.4167,0,1,8.5167,C,1,Master,,F,E,1
3,male,,25.88815925,18.45,1,0,6.4375,C,0,Mr,,F,F,0
3,male,,29.83032217,34.5,0,0,6.4375,C,0,Mr,,F,F,0
3,male,,27.81302367,28.61111111,0,0,7.225,C,0,Mr,,F,F,0
3,female,16,16,16,1,1,8.5167,C,1,Mrs,,G,F,1
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,,28.59470755,27,1,0,16.1,S,0,Mr,,F,F,0
3,female,,29.19513462,28,1,0,16.1,S,1,Mrs,,G,F,1
3,male,32,32,32,0,0,7.925,S,0,Mr,,F,F,0
3,male,,31.93095958,31.125,0,0,7.75,Q,0,Mr,6,F,F,0
3,male,,27.80279362,27.34615385,0,0,7.8958,S,0,Mr,,F,F,0
3,male,30.5,30.5,30.5,0,0,8.05,S,0,Mr,,F,F,0
3,male,44,44,44,0,0,8.05,S,0,Mr,,F,F,0
3,male,,27.86699811,24.5,0,0,7.2292,C,0,Mr,,F,F,0
3,male,25,25,25,0,0,0,S,1,Mr,,F,F,1
3,male,,27.86699811,24.5,0,0,7.2292,C,0,Mr,,F,F,0
3,male,7,7,7,1,1,15.2458,C,1,Master,,F,E,1
3,female,9,9,9,1,1,15.2458,C,1,Miss,,G,F,1
3,female,29,29,29,0,2,15.2458,C,1,Mrs,,G,E,1
3,male,36,36,36,0,0,7.8958,S,0,Mr,,F,F,0
3,female,18,18,18,0,0,9.8417,S,1,Miss,,F,F,1
3,female,63,63,63,0,0,9.5875,S,1,Mrs,,E,E,1
3,male,,6.264095454,11.5,1,1,14.5,S,0,Master,,G,E,0
3,male,11.5,11.5,11.5,1,1,14.5,S,0,Master,,F,E,0
3,male,40.5,40.5,40.5,0,2,14.5,S,0,Mr,,F,E,0
3,female,10,10,10,0,2,24.15,S,0,Miss,,F,G,0
3,male,36,36,36,1,1,24.15,S,0,Mr,,F,E,0
3,female,30,30,30,1,1,24.15,S,0,Mrs,,G,G,0
3,male,,27.95416478,27.1875,0,0,9.5,S,0,Mr,,F,F,0
3,male,33,33,33,0,0,9.5,S,0,Mr,,F,E,0
3,male,28,28,28,0,0,9.5,S,0,Mr,,F,F,0
3,male,28,28,28,0,0,9.5,S,0,Mr,,F,F,0
3,male,47,47,47,0,0,9,S,0,Mr,,F,E,0
3,female,18,18,18,2,0,18,S,0,Miss,,F,G,0
3,male,31,31,31,3,0,18,S,0,Mr,,F,E,0
3,male,16,16,16,2,0,18,S,0,Mr,,F,F,0
3,female,31,31,31,1,0,18,S,0,Mrs,,G,F,0
3,male,22,22,22,0,0,7.225,C,1,Mr,,F,F,1
3,male,20,20,20,0,0,7.8542,S,0,Mr,,F,F,0
3,female,14,14,14,0,0,7.8542,S,0,Miss,,F,G,0
3,male,22,22,22,0,0,7.8958,S,0,Mr,,F,F,0
3,male,22,22,22,0,0,9,S,0,Mr,,F,F,0
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,,28.37855864,42,0,0,7.55,S,0,Mr,,F,F,0
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,32.5,32.5,32.5,0,0,9.5,S,0,Mr,,F,E,0
3,female,38,38,38,0,0,7.2292,C,1,Mrs,,F,E,1
3,male,51,51,51,0,0,7.75,S,0,Mr,,F,F,0
3,male,18,18,18,1,0,6.4958,S,0,Mr,,F,F,0
3,male,21,21,21,1,0,6.4958,S,0,Mr,,F,F,0
3,female,47,47,47,1,0,7,S,0,Mrs,,F,F,1
3,male,,27.77875448,24.825,0,0,8.7125,S,0,Mr,,F,F,0
3,male,,28.37855864,42,0,0,7.55,S,0,Mr,,F,F,0
3,male,,28.42543719,28.2962963,0,0,8.05,S,0,Mr,,F,F,0
3,male,28.5,28.5,28.5,0,0,16.1,S,0,Mr,,F,E,0
3,male,21,21,21,0,0,7.25,S,0,Mr,,F,F,0
3,male,27,27,27,0,0,8.6625,S,0,Mr,,F,F,0
3,male,,28.38768599,27,0,0,7.25,S,0,Mr,,F,F,0
3,male,36,36,36,0,0,9.5,S,0,Mr,,F,E,0
3,male,27,27,27,1,0,14.4542,C,1,Mr,,D,E,0
3,female,15,15,15,1,0,14.4542,C,0,Mrs,,D,F,1
3,male,45.5,45.5,45.5,0,0,7.225,C,0,Mr,,F,F,0
3,male,,27.81302367,28.61111111,0,0,7.225,C,0,Mr,,F,F,0
3,male,,26.94530195,24.03333333,0,0,14.4583,C,0,Mr,,D,E,0
3,female,14.5,14.5,14.5,1,0,14.4542,C,0,Miss,,F,F,0
3,female,,17.21969548,14.5,1,0,14.4542,C,0,Miss,,F,F,0
3,male,26.5,26.5,26.5,0,0,7.225,C,0,Mr,,F,F,0
3,male,27,27,27,0,0,7.225,C,0,Mr,,F,F,0
3,male,29,29,29,0,0,7.875,S,0,Mr,,F,F,0
